short_ref,full_ref,ref_id,study_id,context_raw,action_goals,system_orientation,local_global,experimental_manipulation,manipulation_category,positive_future,appraisal_possible,appraisal_probable,appraisal_controllable,sample_hope_min,sample_hope_max,sample_hope_m,sample_hope_sd,notes,dv_measurement,dv_min,dv_max,dv_mean,dv_sd,eff_min,eff_max,eff_mean,eff_sd,pub_type,study_design,data_type,n,age_m,female_prop,sample_type,Western,educated,industrialised,rich,individualism,looseness,tight_loose_dichotomous,uncertainty_avoidance,power_distance,year,country,gini,coc,democracy_index,regime_type,intractable_conflict,r,hope_type,dv_type,action_type,alignment,hope_n,hope_m,hope_sd,control_n,control_m,control_sd
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S1,"Israeli conflict attitudes, hope for peace and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,3.52,1.33,Correlation between hope for peace and violent intentions,scale,1,7,3.69,1.61,,,,,published,correlational,correlational,309,25.01,50,student,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.19,Hope for harmony,intentions,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S1,"Israeli peace/reconciliation towards Palestinians, hope for Israeli victory over Palestinians and support for compromise",Intergroup dominance,System compatible,Local,,,,,,,1,6,4.19,1.23,Correlation between hope for victory and support for compromise,scale,1,7,3.5,1.72,,,,,published,correlational,correlational,309,25.01,50,student,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.13,Hope for victory,attitudinal support,Conventional,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S1,"Israeli peace/reconciliation towards Palestinians, hope for Israeli victory over Palestinians and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.19,1.23,Correlation between hope for victory and support for extreme war policies,scale,1,7,3.45,1.51,,,,,published,correlational,correlational,309,25.01,50,student,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.17,Hope for victory,attitudinal support,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S1,"Israeli peace/reconciliation towards Palestinians, hope for Israeli victory over Palestinians and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.19,1.23,Correlation between hope for victory and violent intentions,scale,1,7,3.69,1.61,,,,,published,correlational,correlational,309,25.01,50,student,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.2,Hope for victory,intentions,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli peace/reconciliation towards Palestinians, hope for peace and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.24,1.48,Correlation between hope for harmony and support for extreme war policies,scale,1,7,3.83,1.5,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.38,Hope for harmony,attitudinal support,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli peace/reconciliation towards Palestinians, hope for peace and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.24,1.48,Correlation between hope for harmony and violent intentions,scale,1,7,3.46,1.6,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.24,Hope for harmony,intentions,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and support for compromise",Intergroup dominance,System compatible,Local,,,,,,,1,6,4.19,1.71,Correlation between hope for victory and support for compromise,scale,1,7,2.91,1.55,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.56,Hope for victory,attitudinal support,Conventional,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.19,1.71,Correlation between hope for victory and support for extreme war policies,scale,1,7,3.83,1.5,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.53,Hope for victory,attitudinal support,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.19,1.71,Correlation between hope for victory and violent intentions,scale,1,7,3.46,1.6,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.28,Hope for victory,intentions,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and support for compromise",Intergroup dominance,System compatible,Local,,,,,,,1,6,5.8,1.885,Correlation between hope for victory and support for compromise averaged across timepoints,scale,1,7,3.22,1.505,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.505,Hope for victory,attitudinal support,Conventional,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,5.8,1.885,Correlation between hope for victory and support for extreme war policies averaged across timepoints,scale,1,7,4.355,1.49,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.525,Hope for victory,attitudinal support,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli peace/reconciliation towards Palestinians, hope for peace and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.275,1.885,Correlation between hope for harmony and support for extreme war policies averaged across timepoints,scale,1,7,4.355,1.49,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.515,Hope for harmony,attitudinal support,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli conflict attitudes, hope for Israeli victory over Palestinians and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,5.8,1.885,Correlation between hope for victory and violent intentions averaged across timepoints,scale,1,7,3.57,1.61,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.33,Hope for victory,intentions,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli peace/reconciliation towards Palestinians, hope for peace and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.275,1.885,Correlation between hope for harmony and violent intentions averaged across timepoints,scale,1,7,3.57,1.61,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,-0.38,Hope for harmony,intentions,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S1,"Israeli peace/reconciliation towards Palestinians, hope for peace and support for compromise",Peace/reconciliation,System compatible,Local,,,,,,,1,6,3.52,1.33,Correlation between hope for peace and support for compromise,scale,1,7,3.5,1.72,,,,,published,correlational,correlational,309,25.01,50,student,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.52,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S3,"Israeli peace/reconciliation towards Palestinians, hope for peace and support for compromise",Peace/reconciliation,System compatible,Local,,,,,,,1,6,4.24,1.48,Correlation between hope for harmony and support for compromise,scale,1,7,2.91,1.55,,,,,published,correlational,correlational,304,42.49,50,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.47,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S4,"Israeli peace/reconciliation towards Palestinians, hope for peace and support for compromise",Peace/reconciliation,System compatible,Local,,,,,,,1,6,4.275,1.885,Correlation between hope for harmony and support for compromise averaged across timepoints,scale,1,7,3.22,1.505,,,,,published,longitudinal,correlational,129,48.95,49.6,nationally representative panel,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.64,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani conflict attitudes, hope for peace and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,3.8,1.16,Correlation between hope for peace and support for extreme war policies,scale,1,7,2.78,1.54,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,-0.31,Hope for harmony,attitudinal support,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani conflict attitudes, hope for peace and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,3.8,1.16,Correlation between hope for peace and violent intentions,scale,1,7,3.52,1.6,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,-0.16,Hope for harmony,intentions,Radical,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani peace/reconciliation towards Indians, hope for Pakistani victory over Indians and support for compromise",Peace/reconciliation,System compatible,Local,,,,,,,1,6,4.09,1.16,Correlation between hope for victory and support for compromise,scale,1,7,4.87,1.64,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,-0.31,Hope for victory,attitudinal support,Conventional,Misaligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani peace/reconciliation towards Indians, hope for Pakistani victory over Indians and support for extreme war policies",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.09,1.16,Correlation between hope for victory and support for extreme war policies,scale,1,7,2.78,1.54,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,0.33,Hope for victory,attitudinal support,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani peace/reconciliation towards Indians, hope for Pakistani victory over Indians and violent intentions",Intergroup dominance,System supporting,Local,,,,,,,1,6,4.09,1.16,Correlation between hope for victory and violent intentions,scale,1,7,3.52,1.6,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,0.36,Hope for victory,intentions,Radical,Aligned,,,,,,
Shani et al. (2024),"Shani, M., Kunst, J. R., Anjum, G., Obaidi, M., Leshem, O. A., Antonovsky, R., van Zalk, M., & Halperin, E. (2024). Between victory and peace: Unravelling the paradox of hope in intractable conflicts. British Journal of Social Psychology, 63(3), 1357–1384. https://doi.org/10.1111/bjso.12722",66,S2,"Pakistani peace/reconciliation towards Indians, hope for peace and support for compromise",Peace/reconciliation,System compatible,Local,,,,,,,1,6,3.8,1.16,Correlation between hope for peace and support for compromise,scale,1,7,4.87,1.64,,,,,published,correlational,correlational,253,23.5,49,student,0,0,0,0,5,,,55,70,2024,Pakistan,0.335,26.28,2.84,Authoritarian regime,1,0.28,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S3,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,4.34,1.496,Correlation between hope and conventional intentions,scale,1,7,4.88,1.14,,,,,published,correlational,correlational,298,26.1,75.8,student,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.04,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S3,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,4.34,1.496,Correlation between hope and radical intentions,scale,1,7,3.5,1.43,,,,,published,correlational,correlational,298,26.1,75.8,student,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,-0.08,Hope for social change,intentions,Radical,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S3,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,4.34,1.496,Correlation between hope and conventional actions,scale,1,2,1.4,0.22,,,,,published,correlational,correlational,298,26.1,75.8,student,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0,Hope for social change,self-reported behaviour,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S3,Climate change mitigation,Environmental protection,System challenging,Global,,,,,,,1,7,4.34,1.496,Correlation between hope and radical action,scale,1,2,1.02,0.1,,,,,published,correlational,correlational,298,26.1,75.8,student,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,-0.05,Hope for social change,self-reported behaviour,Radical,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S1,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.56,1.9,Correlation between hope and conventional intentions,scale,1,7,4.69,1.62,,,,,published,correlational,correlational,158,,26.6,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,72.19,7.85,Flawed democracy,0,0.18,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S1,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.56,1.9,Correlation between hope and radical intentions,scale,1,7,4.06,1.83,,,,,published,correlational,correlational,158,,26.6,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,72.19,7.85,Flawed democracy,0,0.25,Hope for social change,intentions,Radical,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S1,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.56,1.9,Correlation between hope and conventional actions,scale,1,2,1.45,0.35,,,,,published,correlational,correlational,158,,26.6,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,0.17,Hope for social change,self-reported behaviour,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S1,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.56,1.9,Correlation between hope and radical behaviour,scale,1,2,1.23,0.36,,,,,published,correlational,correlational,158,,26.6,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,0.21,Hope for social change,self-reported behaviour,Radical,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S2,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.38,1.727,Correlation between hope and conventional intentions,scale,1,7,3.7567,1.63591,,,,,published,correlational,correlational,366,41,44.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,-0.1,Hope for social change,intentions,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S2,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.38,1.727,Correlation between hope and radical intentions,scale,1,7,2.86,1.52,,,,,published,correlational,correlational,366,41,44.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,-0.12,Hope for social change,intentions,Radical,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S2,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.38,1.727,Correlation between hope and conventional behaviour,scale,1,2,1.25,0.27,,,,,published,correlational,correlational,366,41,44.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,-0.05,Hope for social change,self-reported behaviour,Conventional,Aligned,,,,,,
Bird et al. (2024),"Bird, L. H., Thomas, E. F., & Wenzel, M. (2024). ‘We despair’: Examining the role of political despair for collective action and well-being. European Journal of Social Psychology, 54(3), 745–766. https://doi.org/10.1002/ejsp.3052",67,S2,Racial equality in the context of Black Lives Matter in the US,Racial/ethnic equality,System compatible,Local,,,,,,,1,7,4.38,1.727,Correlation between hope and radical action,scale,1,2,1.05,0.16,,,,,published,correlational,correlational,366,41,44.5,panel,1,1,1,1,60,58,Tight cultures,40,48,2024,United States,0.418,68.76,7.85,Flawed democracy,0,-0.06,Hope for social change,self-reported behaviour,Radical,Aligned,,,,,,
Avichail et al. (2024),"Avichail, T., Ruhrman, A., Eick, N. C., Estlein, R., & Halperin, E. (2024). Promoting solidarity based collective action through increasing hope using nonviolent communication intervention. Journal of Applied Social Psychology, 54(6), 344–361. https://doi.org/10.1111/jasp.13033",68,S1,Israeli peace/reconciliation towards Palestinians,Peace/reconciliation,System compatible,Local,,,,,,,1,7,4.213333333,1.72,Correlation between hope and intentions averaged across three timepoints,scale,1,7,4.73,1.44,,,,,published,longitudinal,correlational,220,39.5,66.8,other convenience,1,1,1,1,56,,,13,81,2024,Israel,0.383,65.13,7.8,Flawed democracy,1,0.17,State hope,intentions,Conventional,Aligned,,,,,,
Li et al. (2024),"Li, M., Adra, A., Yuen, S., Vargas-Salfate, S., Chan, K.-M., & Baumert, A. (2024). Understanding non-normative civil resistance under repression: Evidence from Hong Kong and Chile. Political Psychology, 45(3), 493–515. https://doi.org/10.1111/pops.12933",69,S2,"Anti-government movement in Chile in 2019, broadly pro-democracy, pro-social and economic reform, anti-government force",Anti-authoritarian/pro-democracy,System challenging,Local,,,,,,,1,7,5.555,1.535,Correlation between hope and willingness to engage in non-normative resistance,scale,1,7,3.02,1.37,,,,,published,correlational,correlational,659,27,39,other convenience,0,1,0,1,49,86.8,Loose cultures,63,86,2024,Chile,0.43,70.24,7.83,Flawed democracy,0,0.3,Hope for social change,intentions,Radical,Aligned,,,,,,
Li et al. (2024),"Li, M., Adra, A., Yuen, S., Vargas-Salfate, S., Chan, K.-M., & Baumert, A. (2024). Understanding non-normative civil resistance under repression: Evidence from Hong Kong and Chile. Political Psychology, 45(3), 493–515. https://doi.org/10.1111/pops.12933",69,S1,Pro-democracy movement in Hong Kong,Anti-authoritarian/pro-democracy,System challenging,Local,,,,,,,1,7,4.615,1.415,Correlation between hope and willingness to engage in non-normative resistance,scale,1,7,3.87,1.515,,,,,published,correlational,correlational,616,32,45,activist,0,1,1,1,50,,,68,20,2024,Hong Kong,,79.68,5.09,Hybrid regime,0,0.14,Hope for social change,intentions,Radical,Aligned,,,,,,
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System compatible,Global,,,,,,,1,11,6.0797,2.02903,"Correlation between hope and consumer intentions scale, created using data available on OSF",scale,1,11,7.9579,2.08373,,,,,published,experimental,correlational,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.202,Hope for social change,intentions,Consumer,Aligned,,,,,,
